id,line_idx,lat,lng,green,score,reason
C000284,823,32.950928,-105.835602,0.079,4,"The cyan line passes through and directly beside substantial tree cover in multiple places. The entire surrounding area shows dense woodland and forest patches with scattered trees throughout. The line runs through mixed terrain with significant tree cover adjacent to and along portions of the route, particularly visible in the darker green forested areas surrounding the central corridor. This meets the criteria for score 4 - substantial tree cover in places along the drawn line."
C000285,828,32.948951,-105.836681,0.103,4,"The cyan line is clearly visible and passes through a landscape with substantial tree cover throughout. The line runs through areas with scattered to moderate woodland/tree patches, and there are significant forested or tree-covered areas adjacent to and near the route. While not uniformly dense forest, there is clearly substantial tree cover in multiple places along the drawn line path, particularly in the broader corridors visible. This merits a score of 4 for passing through or directly beside substantial tree cover in places."
C000286,835,32.947545,-105.839070,0.111,3,"The cyan line is clearly visible and passes through a landscape with scattered tree cover and woodland patches. The southern portions of the route run through areas with moderate tree density, particularly visible in the forested patches below the main road crossings. The northern portion passes over more open terrain with scattered trees. The line approaches and borders tree cover in multiple places but does not run continuously through dense forest. This is consistent with scattered trees and woodland patches close to the line."
C000287,847,32.950655,-105.838484,0.087,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple locations. The terrain shows a mix of piñon-juniper woodland and scattered vegetation typical of southern New Mexico. The route runs through areas with visible dark green tree patches and woodland, with the line clearly intersecting or running adjacent to tree cover throughout most of its path in this tile. This constitutes substantial tree coverage interaction warranting a score of 4."
C000288,854,32.949687,-105.841911,0.114,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple locations. The terrain shows a mix of woodland patches and scattered trees throughout the image. The line runs through areas with significant tree density, particularly along its upper section where it winds through forested areas, and continues through tree-covered terrain in the lower portion. There are also cleared areas with buildings and sparse vegetation, but the overall path demonstrates passage through notable tree cover in several sections, warranting a score of 4."
C000289,869,32.952735,-105.825817,0.147,4,"The cyan line passes through and directly beside substantial tree cover in multiple locations. The line runs through areas with dark green tree clusters and woodland patches, particularly visible on the left side of the main corridor and adjacent to the right-of-way. While portions traverse cleared/agricultural land, significant tree cover is clearly present along and immediately beside the route, warranting a score of 4."
C000290,871,32.951429,-105.825811,0.162,2,"The cyan line is clearly visible tracing across the terrain. The route passes through a mixed landscape with scattered low vegetation and sparse shrubs throughout. There are isolated tree patches and clusters visible in the surrounding area, but the line itself primarily follows through open agricultural fields and low scrub vegetation. A few scattered trees appear near or close to portions of the line, but they are not substantial or dense tree cover. This corresponds to sparse low shrubs with some isolated trees not clearly integrated with the corridor."
C000291,880,32.951964,-105.821208,0.182,4,"The cyan line passes directly through and beside substantial tree cover throughout much of the visible tile. The line runs through areas of dense woodland and tree patches, particularly visible along the lower and middle portions of the route where darker green forested areas are clearly adjacent to or intersecting with the drawn line. While there are some open areas, the predominant pattern shows the line passing through or immediately beside significant tree vegetation rather than open desert or scrub."
C000292,886,32.953231,-105.818625,0.153,4,"The cyan line passes through or directly beside substantial tree cover in multiple places. The route runs through scattered to moderate tree patches, particularly visible in the central portion where clusters of darker vegetation (indicating trees) are present along and immediately adjacent to the line. While not dense forest for the entire path, there are clear sections with significant woodland/tree presence that warrant a score of 4."
C000293,890,32.954931,-105.815828,0.062,4,"The cyan line is clearly visible and passes through and directly beside substantial tree cover in multiple places. The route runs along what appears to be a riparian corridor with darker vegetation (trees) visible along parts of the path, particularly in the lower portion and along the right side of the route where darker forested areas are evident. While not dense forest for the entire path, the line clearly passes through or immediately adjacent to significant tree cover in multiple segments."
C000294,892,32.956758,-105.814175,0.052,4,"The cyan line is clearly visible running diagonally across the image through riparian forest/woodland along what appears to be a river or stream corridor. The line passes directly through and beside substantial tree cover for a significant portion of its path, particularly in the lower-right to middle sections where darker vegetation patches are dense. While parts of the route traverse more open terrain with scattered trees, the overall path shows considerable interaction with woodland areas, warranting a score of 4 (passes through or directly beside substantial tree cover in places)."
C000295,893,32.957338,-105.813640,0.020,0,desert cull (greenness below threshold)
C000296,896,32.958848,-105.810832,0.011,0,desert cull (greenness below threshold)
C000297,900,32.960155,-105.807986,0.013,0,desert cull (greenness below threshold)
C000298,902,32.960542,-105.805703,0.016,0,desert cull (greenness below threshold)
C000299,903,32.960807,-105.804938,0.021,0,desert cull (greenness below threshold)
C000300,906,32.961947,-105.801609,0.013,0,desert cull (greenness below threshold)
C000301,912,32.960499,-105.796708,0.013,0,desert cull (greenness below threshold)
C000302,913,32.960584,-105.795159,0.017,0,desert cull (greenness below threshold)
C000303,915,32.960485,-105.793053,0.038,0,desert cull (greenness below threshold)
C000304,917,32.960100,-105.790671,0.057,3,"The cyan line is clearly visible running across the image through a relatively open valley or corridor. The line passes through scattered tree cover and patches of woodland, particularly visible along the upper (northern) portion of the image where denser forest/woodland is present. While the line itself runs primarily through open terrain with sparse vegetation, there are scattered trees and woodland patches close to or adjacent to the route. The surrounding landscape shows a mix of coniferous forest (darker patches) and open scrubland/grassland with isolated trees, characteristic of high-altitude southwestern terrain. This falls between scattered trees/patches near the line and sparse shrubs, warranting a score of 3."
C000305,922,32.959894,-105.786012,0.099,4,"The cyan line runs along a cleared corridor/right-of-way that has substantial tree cover on both sides. The line passes directly beside dense forest/woodland patches (darker green areas) particularly visible to the north and south of the corridor. While the immediate corridor itself appears relatively clear, the line is intimately associated with significant tree cover throughout its visible path, meeting the criteria for score 4: passing through or directly beside substantial tree cover in places."
C000306,928,32.959041,-105.780316,0.174,4,"The cyan line is clearly visible and runs through substantial tree cover throughout most of its path. The surrounding terrain shows dense woodland with dark green tree patches interspersed with lighter tan/brown areas. The line passes directly through or immediately beside these tree-covered areas for a significant portion of its route, particularly in the lower sections where conifer forest is evident. While there are some cleared areas and a valley/corridor visible, the predominant character of the line's path involves close proximity to substantial tree cover, warranting a score of 4."
C000307,933,32.958844,-105.775552,0.230,4,"The cyan line represents an overhead electric line route that passes through and directly beside substantial tree cover in multiple locations. The line runs through forested/woodland areas with dense coniferous vegetation visible throughout much of its path, particularly along the right side and through the valley sections where darker green tree cover is prominent. While portions cross more open terrain, the overall route demonstrates significant interaction with forest and woodland patches, meriting a score of 4."
C000308,935,32.960057,-105.772642,0.227,4,"The cyan line is clearly visible and passes through substantial tree cover, particularly along the lower and right portions of the route. The line traverses a corridor that includes dense woodland patches (dark green areas) on the lower right side of the image and passes adjacent to or through tree-covered terrain. While portions cross more open areas with scattered trees and lighter vegetation, the overall route shows significant interaction with forest/woodland areas, meeting the criteria for a score of 4."
C000309,937,32.960676,-105.771351,0.253,4,"The cyan line is clearly visible running diagonally across the image. It passes directly beside and through substantial tree cover, particularly the dense dark green woodland/forest visible on the lower right and scattered throughout the upper portions of the tile. The line runs along what appears to be a cleared corridor or road with forest patches on both sides, meeting the criteria for score 4 - passing through or directly beside substantial tree cover in places."
