id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00111,37.115332,-122.102741,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the road from upper left toward the right. On the right side, large redwood/cedar tree crowns are at or above conductor height and directly beside the line, well within the recommended 12 ft envelope. Tall trees also flank the corridor on the left."
R00112,37.115348,-122.115098,4,-1,5,5,True,"Overhead distribution conductors are visible running from the pole on the right across the frame. A tall tree crown in the center-left is at/above conductor height and its foliage appears to be touching/overhanging the lines, indicating a violation-level condition."
R00113,37.115363,-122.118540,4,-1,5,5,True,"Overhead distribution conductors are visible running from the wood pole with equipment box across the road. Dense trees and vegetation on both sides have crowns AT or ABOVE conductor height, with foliage appearing to touch/overhang the lines within a few feet, indicating violation-level clearance."
R00114,37.115677,-122.114609,4,-1,5,5,True,"Overhead conductors are visible crossing the frame (upper diagonal lines around the mid-upper portion). A large oak tree grows directly through and around the conductor path, with branches and foliage at and above conductor height touching/overhanging the lines. This is violation-level contact."
R00115,37.115746,-122.120286,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the upper-left portion of the image, supported by poles along the road. Tall redwoods and trees flank the corridor with crowns at or above conductor height directly beside the line, and vegetation appears within the recommended 12 ft envelope on the treeline side."
R00116,37.115784,-122.102813,4,-1,4,4,True,"Overhead distribution conductors are visible spanning from the pole on the right across the road. Tall trees on both sides reach at or above conductor height directly beside the line, with crowns near the wires (within ~12 ft envelope) posing fall-in and encroachment risk."
R00117,37.115839,-122.118490,3,-1,5,5,True,"A single overhead conductor is visible running diagonally across the upper left of the image. Large trees with foliage are directly at and above the conductor height, with branches overhanging and touching the line, indicating a violation-level clearance issue."
R00118,37.116214,-122.120153,0,-1,0,0,True,"No overhead distribution conductors or poles are visible in this image. The scene shows a residential driveway lined with dense vegetation and parked vehicles, but no electrical infrastructure that would indicate distribution lines."
R00119,37.116225,-122.114748,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the scene, with a pole visible mid-image. Dense tall trees (redwoods, oaks) on both sides have crowns at and above conductor height, with foliage directly touching/overhanging the lines on the right side, indicating violation-level contact."
R00120,37.116231,-122.102903,4,-1,4,4,True,"Overhead distribution conductors are visible running diagonally across the upper portion of the image, supported by a pole on the right around mid-frame. Tall trees, including a prominent conifer near the pole and dense oak/mixed canopy on both sides, are at or above conductor height and directly beside the line, well within the 12 ft recommended envelope."
R00121,37.116250,-122.119590,4,-1,0,0,True,"No overhead distribution conductors, wood poles, or crossarms are clearly visible in this image. The scene shows a residential road lined with tall redwoods and mixed trees, but no distribution line corridor can be identified. Dense vegetation is present but nothing associated with visible conductors."
R00122,37.116283,-122.119020,0,-1,0,0,True,"No overhead electric distribution lines are visible in this image. The scene shows residential properties with tall redwood trees, but no utility poles, crossarms, or conductors that would constitute distribution infrastructure are present in the viewable area."
R00123,37.116637,-122.118734,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential property surrounded by tall redwood and other forest trees, with dense understory vegetation, but no power lines or utility poles with distribution conductors are present in the frame."
R00124,37.116654,-122.120423,3,-1,5,5,True,"Overhead distribution conductors are visible running along the right side of the road with a pole on the right, and a span crossing the upper-left of the image. Tall redwoods and dense tree canopy on the left are at/above conductor height and appear to directly intersect the overhead line running across the upper left, indicating vegetation touching/overhanging conductors."
R00125,37.116669,-122.103044,3,-1,4,4,True,"A wood distribution pole with crossarm and conductors is visible on the left, running along the road. Large oak tree crowns on the right side reach at or above conductor height, and redwood/tree foliage on the left is close to the lines, well within the 12 ft recommended envelope."
